Year,Quarter,Name,ConstituencyName,ConstituencySize,NumberOfElectors,EmployeesSalary,ServiceContracts,Travel,Member,DesignatedTraveller,Dependants,Employees,AccommodationExpenses,DiemExpenses,SecondaryResidenceExpenses,Hospitality,Gifts,Advertising,Printing,Householders,TenPercenters,PrintingExpenses,Offices,OfficeLeasesInsuranceUtilities,FurnitureFurnishingEquipmentPurchases,EquipmentRentals,InformaticsTelecommunicationEquipmentPurchases,TelecommunicationServices,RepairsMaintenance,PostageCourierServices,MaterialsSupplies,Training,Total
2020,1.0,"Baker,Yvan",Etobicoke Centre,39.0,92638.0,44865.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.63,10806.13,,5325.0,0.0,0.0,,10496.23,234.94,0.0,0.0,654.35,360.81,597.93,1219.34,0.0,74849.82
2020,1.0,"Baldinelli,Tony",Niagara Falls,579.0,113232.0,53203.63,755.0,11073.9,1197.9,0.0,0.0,0.0,0.0,0.0,9876.0,0.0,0.0,2757.0,,0.0,0.0,0.0,,14182.0,719.98,0.0,0.0,210.0,169.0,0.0,493.1,0.0,83563.61
2020,1.0,"Barlow,John",Foothills,20877.0,87873.0,51105.99,23138.03,11826.11,3662.41,0.0,0.0,0.0,0.0,813.7,7350.0,0.0,0.0,1836.83,,0.0,0.0,0.0,,10480.91,0.0,0.0,2072.0,641.68,0.0,0.0,21.98,0.0,101123.53
2020,1.0,"Barrett,Michael",Leeds—Grenville—Thousand Islands and Rideau Lakes,3751.0,84998.0,57279.21,3919.28,668.16,668.16,0.0,0.0,0.0,0.0,0.0,0.0,39.99,0.0,728.0,,0.0,7233.11,0.0,,8400.0,405.6,0.0,2267.32,1082.44,0.0,430.35,3089.34,69.1,85611.9
2020,1.0,"Barsalou-Duval,Xavier",Pierre-Boucher—Les Patriotes—Verchères,688.0,81078.0,41248.9,1344.06,7653.96,741.6,0.0,0.0,0.0,0.0,1512.36,5400.0,0.0,509.38,4395.72,,0.0,4552.58,0.0,,12063.48,0.0,81.29,0.0,1003.86,0.0,301.03,264.13,0.0,73418.39
2020,1.0,"Battiste,Jaime",Sydney—Victoria,5085.0,60322.0,46463.32,1570.2,995.24,340.36,0.0,0.0,327.44,134.28,193.16,0.0,0.0,0.0,4372.5,,0.0,0.0,0.0,,7198.16,0.0,0.0,0.0,774.98,360.82,0.0,0.0,0.0,61735.22
2020,1.0,"Beaulieu,Mario",La Pointe-de-l'Île,43.0,85843.0,35849.02,4590.0,7531.8,0.0,0.0,0.0,1131.8,0.0,0.0,6400.0,70.45,522.18,6387.5,,0.0,0.0,0.0,,10600.0,0.0,0.0,2626.95,514.62,0.0,361.94,1234.51,0.0,70288.97
2020,1.0,"Beech,Terry",Burnaby North—Seymour,115.0,77969.0,47895.58,318.42,6435.11,2256.74,1128.37,0.0,0.0,0.0,0.0,3050.0,0.0,34.98,9995.95,,0.0,5353.0,0.0,,12917.23,0.0,88.81,40.0,480.07,360.82,0.0,80.5,0.0,84000.47
2020,1.0,"Bendayan,Rachel",Outremont,12.0,67842.0,39213.31,830.0,3482.96,364.74,0.0,0.0,0.0,0.0,68.22,3050.0,0.0,0.0,1973.45,,0.0,0.0,0.0,,17510.64,0.0,0.0,0.0,1076.3,360.82,0.0,0.0,0.0,64447.48
2020,1.0,"Bennett,Hon. Carolyn",Toronto—St. Paul's,14.0,85544.0,42142.88,3471.57,3050.0,0.0,0.0,0.0,0.0,0.0,0.0,3050.0,0.0,0.0,0.0,,5910.25,0.0,0.0,,20126.24,0.0,0.0,0.0,543.25,360.82,0.0,0.0,0.0,75605.01
2020,1.0,"Benzen,Bob",Calgary Heritage,70.0,82059.0,49107.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,26024.04,0.0,0.0,1436.06,832.41,0.0,0.0,791.1,0.0,78191.2
2020,1.0,"Bergen,Hon. Candice",Portage—Lisgar,12665.0,67397.0,45416.97,664.8,12463.589999999998,2640.37,4389.1,0.0,62.98,133.54,1857.63,3379.97,762.04,0.0,3994.37,,0.0,0.0,0.0,,14145.36,99.98,0.0,2066.79,741.63,338.0,0.0,418.05,0.0,81111.58
2020,1.0,"Bergeron,Stéphane",Montarville,158.0,77292.0,57539.59,328.0,1972.57,453.08,0.0,0.0,910.07,0.0,206.05,403.37,55.47,0.0,5462.58,,0.0,0.0,0.0,,18260.8,0.0,0.0,41.99,674.36,690.0,297.77,1788.16,0.0,87111.29
2020,1.0,"Berthold,Luc",Mégantic—L'Érable,6278.0,70950.0,50288.77,682.85,8641.42,1254.99,0.0,0.0,0.0,0.0,586.43,6800.0,162.44,0.0,2212.65,,0.0,0.0,0.0,,9988.0,227.0,0.0,6000.97,627.52,200.0,173.0,1119.77,0.0,80324.39
2020,1.0,"Bérubé,Sylvie",Abitibi—Baie-James—Nunavik—Eeyou,854754.0,65225.0,35374.32,1160.0,6411.71,0.0,0.0,0.0,0.0,0.0,0.0,6411.71,0.0,1212.0,8241.88,,0.0,0.0,0.0,,14689.31,49.99,0.0,20.0,919.81,0.0,274.52,939.47,0.0,69293.01
2020,1.0,"Bessette,Lyne",Brome—Missisquoi,3035.0,89334.0,61073.27,0.0,1569.04,337.32,0.0,0.0,948.95,0.0,282.77,0.0,0.0,0.0,0.0,,1289.48,0.0,0.0,,13988.32,0.0,0.0,111.95,691.04,533.17,0.0,1890.51,0.0,81146.78
2020,1.0,"Bezan,James",Selkirk—Interlake—Eastman,25824.0,74439.0,61586.66,500.0,8589.17,3878.54,0.0,0.0,1070.81,0.0,589.82,3050.0,46.97,0.0,11532.04,,0.0,4959.31,0.0,,10300.94,0.0,228.32,2412.01,1213.68,0.0,253.15,2359.96,0.0,103982.21
2020,1.0,"Bibeau,Hon. Marie-Claude",Compton—Stanstead,4815.0,84913.0,56968.23,349.22,9626.3,0.0,0.0,0.0,0.0,0.0,1273.3,8353.0,20.25,0.0,6578.34,,0.0,0.0,0.0,,6540.0,0.0,0.0,467.08,1676.46,962.82,636.32,370.4,0.0,84195.42
2020,1.0,"Bittle,Chris",St. Catharines,61.0,91215.0,59257.13,0.0,8642.54,666.04,0.0,0.0,0.0,0.0,0.0,7976.5,0.0,0.0,0.0,,0.0,0.0,0.0,,10692.54,0.0,0.0,0.0,751.65,360.82,0.0,319.7,0.0,80024.38
2020,1.0,"Blaikie,Daniel",Elmwood—Transcona,50.0,70062.0,43933.95,0.0,8256.0,0.0,0.0,0.0,0.0,0.0,0.0,8256.0,0.0,0.0,0.0,,0.0,0.0,0.0,,12535.0,6921.01,0.0,0.0,429.83,0.0,617.3,0.0,0.0,72693.09
2020,1.0,"Blair,Hon. Bill",Scarborough Southwest,29.0,79291.0,49103.22,1495.0,11926.86,1526.86,0.0,0.0,0.0,0.0,0.0,10400.0,0.0,0.0,433.59,,5035.0,0.0,0.0,,10800.0,0.0,0.0,2798.0,978.31,360.82,40.17,14.12,0.0,82985.09
2020,1.0,"Blanchet,Yves-François",Beloeil—Chambly,402.0,95838.0,50178.03,716.5,14450.13,2639.68,0.0,0.0,594.12,0.0,2896.33,8320.0,0.0,0.0,3630.0,,0.0,0.0,0.0,,12600.0,292.46,0.0,133.92,433.36,46.7,0.0,91.27,0.0,82572.37
2020,1.0,"Blanchette-Joncas,Maxime",Rimouski-Neigette—Témiscouata—Les Basques,8061.0,70099.0,42330.65,0.0,7990.96,913.14,0.0,0.0,0.0,246.64,393.21,6437.97,148.96,0.0,6003.76,,0.0,0.0,0.0,,11900.76,6225.39,0.0,1743.98,823.61,169.0,1251.2,1255.61,0.0,79843.88
2020,1.0,"Blaney,Rachel",North Island—Powell River,57911.0,90454.0,62603.57,371.85,17239.51,4069.67,0.0,0.0,3118.89,0.0,2050.95,8000.0,0.0,0.0,1646.14,,0.0,3634.45,0.0,,15948.25,476.09,0.0,6149.14,2076.1,180.09,154.51,1479.28,0.0,111958.98
2020,1.0,"Blaney,Hon. Steven",Bellechasse—Les Etchemins—Lévis,3293.0,94558.0,53174.49,75.0,3692.18,859.11,0.0,0.0,743.25,0.0,589.82,1500.0,0.0,0.0,19388.62,,0.0,0.0,0.0,,11715.28,0.0,0.0,4438.01,1080.57,1464.98,5.61,862.48,0.0,95897.22
2020,1.0,"Block,Kelly",Carlton Trail—Eagle Creek,29040.0,58887.0,56234.75,61.02,9191.56,4883.25,0.0,0.0,0.0,0.0,229.91,4078.4,0.0,0.0,3550.28,,0.0,0.0,0.0,,18134.12,0.0,381.6,26.45,802.08,806.93,25.75,834.05,0.0,90048.59
2020,1.0,"Blois,Kody",Kings—Hants,4440.0,70332.0,27661.65,4872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.39,0.0,517.48,,0.0,0.0,0.0,,8997.1,4586.45,0.0,200.0,1096.02,360.82,79.56,631.08,0.0,49175.55
2020,1.0,"Boudrias,Michel",Terrebonne,159.0,89062.0,64393.64,2809.9,7815.16,188.95,0.0,0.0,0.0,0.0,0.0,7626.21,0.0,1360.16,4490.0,,0.0,0.0,0.0,,12885.01,0.0,110.06,313.92,31.38,0.0,0.0,857.92,0.0,95067.15
2020,1.0,"Boulerice,Alexandre",Rosemont—La Petite-Patrie,11.0,85832.0,49367.65,1501.15,7145.59,931.56,82.5,0.0,0.0,0.0,431.53,5700.0,0.0,0.0,1706.5,,3672.29,0.0,0.0,,10239.0,0.0,0.0,0.0,347.5,0.0,0.0,269.4,0.0,74249.08
2020,1.0,"Bragdon,Richard",Tobique—Mactaquac,15130.0,55287.0,55664.45,50.0,663.51,531.1,0.0,0.0,0.0,0.0,132.41,0.0,0.0,0.0,750.0,,0.0,0.0,0.0,,6283.75,0.0,0.0,0.0,2054.73,1346.2,277.52,2196.85,0.0,69287.01
2020,1.0,"Brassard,John",Barrie—Innisfil,386.0,87025.0,48402.42,2578.91,7851.799999999997,1793.12,0.0,0.0,0.0,0.0,773.49,5285.19,0.0,0.0,1219.0,,0.0,0.0,0.0,,12022.68,0.0,0.0,535.19,821.47,169.0,0.0,101.71,0.0,73702.18
2020,1.0,"Bratina,Bob",Hamilton East—Stoney Creek,72.0,85252.0,55171.69,559.44,6534.02,1230.02,0.0,0.0,0.0,0.0,0.0,5304.0,0.0,80.0,549.0,,0.0,0.0,0.0,,12074.99,0.0,0.0,0.0,619.01,360.82,0.0,454.7,0.0,76403.67
2020,1.0,"Brière,Élisabeth",Sherbrooke,105.0,89152.0,55745.57,0.0,6900.0,0.0,0.0,0.0,0.0,0.0,0.0,6900.0,0.0,0.0,2305.0,,6570.04,0.0,0.0,,12112.0,0.0,0.0,0.0,809.3,360.82,0.0,117.5,0.0,84920.23
2020,1.0,"Brunelle-Duceppe,Alexis",Lac-Saint-Jean,60405.0,84609.0,60279.68,180.0,10668.06,1890.49,0.0,0.0,1487.17,0.0,900.4,6390.0,76.96,0.0,14157.5,,8484.75,0.0,0.0,,7605.0,0.0,0.0,0.0,367.47,897.0,625.79,277.55,0.0,103619.76
2020,1.0,"Calkins,Blaine",Red Deer—Lacombe,6316.0,95095.0,51892.87,2022.75,13984.84,7475.44,0.0,0.0,763.25,0.0,472.86,5273.29,202.02,0.0,2954.0,,0.0,0.0,0.0,,4080.42,0.0,0.0,1724.7,1003.73,507.0,307.5,348.76,0.0,79028.59
2020,1.0,"Cannings,Richard",South Okanagan—West Kootenay,18139.0,99676.0,56956.65,1209.55,9951.61,2285.58,0.0,0.0,0.0,314.3,211.73,7140.0,0.0,0.0,3181.39,,0.0,0.0,0.0,,8976.0,179.99,0.0,0.0,1014.42,0.0,0.0,240.43,0.0,81710.04
2020,1.0,"Carr,Hon. Jim",Winnipeg South Centre,46.0,71760.0,33935.67,1529.55,8380.98,0.0,0.0,0.0,12.3,0.0,0.0,8368.68,13.04,256.97,2225.5,,0.0,0.0,0.0,,13049.32,40.65,206.64,307.29,1098.06,554.82,0.0,501.3,0.0,62099.79
2020,1.0,"Carrie,Colin",Oshawa,65.0,101987.0,49710.3,240.0,4284.42,592.5,0.0,0.0,421.2,0.0,220.72,3050.0,0.0,0.0,2565.0,,0.0,0.0,0.0,,11400.0,41.88,0.0,3473.73,431.31,169.0,320.99,153.42,0.0,72790.05
2020,1.0,"Casey,Sean",Charlottetown,46.0,27719.0,53199.68,0.0,1286.98,0.0,1216.98,0.0,0.0,0.0,0.0,70.0,0.0,0.0,279.0,,0.0,2570.83,0.0,,11468.0,0.0,501.45,0.0,1060.01,360.82,178.45,245.98,0.0,71151.2
2020,1.0,"Chabot,Louise",Thérèse-De Blainville,77.0,82756.0,48286.61,2460.0,1763.96,1138.41,0.0,0.0,340.77,0.0,284.78,0.0,21.8,274.93,7742.5,,8277.5,4675.67,2180.0,,8000.0,119.99,0.0,200.88,408.76,10.05,271.07,2199.57,0.0,86893.29
2020,1.0,"Chagger,Hon. Bardish",Waterloo,78.0,88927.0,32256.22,131.7,4715.1,1665.1,0.0,0.0,0.0,0.0,0.0,3050.0,0.0,0.0,2456.23,,0.0,0.0,0.0,,13024.76,0.0,360.7,0.0,741.53,360.82,0.0,1126.8,0.0,55173.86
2020,1.0,"Champagne,Hon. François-Philippe",Saint-Maurice—Champlain,38904.0,91779.0,57034.32,200.0,8887.460000000001,335.6,0.0,0.0,656.47,0.0,165.71,7729.68,227.27,0.0,0.0,,0.0,0.0,0.0,,8908.0,249.0,515.21,552.28,2759.16,529.82,0.0,1188.74,0.0,81051.26
2020,1.0,"Champoux,Martin",Drummond,1670.0,84074.0,50062.09,1280.0,11098.38,2013.62,0.0,0.0,41.78,0.0,1502.98,7540.0,580.81,0.0,4488.0,,0.0,0.0,0.0,,11542.48,0.0,0.0,817.29,681.57,256.0,735.26,1125.84,0.0,82667.72
2020,1.0,"Charbonneau,Louise",Trois-Rivières,133.0,92465.0,59024.34,1387.5,9200.0,0.0,0.0,0.0,0.0,0.0,0.0,9200.0,194.21,139.0,13154.42,,0.0,0.0,0.0,,11960.0,1189.97,0.0,44.99,623.88,469.0,0.0,1218.69,0.0,98606.0
2020,1.0,"Chen,Shaun",Scarborough North,32.0,66759.0,34846.3,2047.35,3795.22,410.22,0.0,0.0,43.3,0.0,291.7,3050.0,174.95,303.98,3223.5,,0.0,2479.91,0.0,,7921.08,248.58,0.0,634.58,1382.52,1598.82,166.64,1897.76,0.0,60721.19
2020,1.0,"Chiu,Kenny",Steveston—Richmond East,102.0,74428.0,30636.16,2209.0,13571.19,8483.27,1128.37,956.2,0.0,0.0,1232.18,1771.17,67.67,0.0,1340.16,,2573.28,5882.86,0.0,,13625.72,0.0,0.0,0.0,393.6,7308.39,656.64,246.17,0.0,78510.84
2020,1.0,"Chong,Hon. Michael",Wellington—Halton Hills,1584.0,99113.0,49402.57,0.0,5421.049999999998,999.34,0.0,0.0,0.0,0.0,211.48,4210.23,0.0,0.0,4506.2,,0.0,1447.81,0.0,,11234.48,253.96,0.0,510.49,1680.48,169.0,233.4,199.89,27.64,75086.97
2020,1.0,"Collins,Laurel",Victoria,43.0,99103.0,56413.34,611.57,6561.12,161.12,0.0,0.0,0.0,0.0,0.0,6400.0,0.0,0.0,15681.43,,0.0,0.0,0.0,,11102.26,363.6,0.0,4154.99,823.5,169.0,432.87,121.16,0.0,96434.84
2020,1.0,"Cooper,Michael",St. Albert—Edmonton,104.0,93468.0,56898.08,4492.48,14526.22,6770.22,0.0,0.0,0.0,0.0,0.0,7756.0,0.0,0.0,1966.8,,0.0,0.0,0.0,,10210.92,0.0,0.0,1404.0,537.83,0.0,12.08,394.88,0.0,90443.29
2020,1.0,"Cormier,Serge",Acadie—Bathurst,5183.0,66937.0,58256.69,327.71,62.34,0.0,0.0,0.0,62.34,0.0,0.0,0.0,0.0,150.0,2074.2,,0.0,0.0,0.0,,6771.6,0.0,0.0,0.0,748.2,360.82,88.16,87.43,0.0,68927.15
2020,1.0,"Cumming,James",Edmonton Centre,46.0,83112.0,46823.36,1345.6,9562.28,2352.48,0.0,0.0,0.0,0.0,589.82,6619.98,0.0,0.0,225.0,,0.0,0.0,0.0,,14529.28,0.0,0.0,945.26,595.27,0.0,0.0,130.17,0.0,74156.22
2020,1.0,"Dabrusin,Julie",Toronto—Danforth,26.0,82703.0,58233.42,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.44,,0.0,0.0,0.0,,10228.39,0.0,0.0,0.0,1544.3,360.82,273.44,4509.31,0.0,76602.12
2020,1.0,"Dalton,Marc",Pitt Meadows—Maple Ridge,2141.0,80494.0,46886.63,559.97,17086.1,2256.74,4874.42,0.0,1738.94,0.0,0.0,8216.0,182.16,0.0,2211.64,,0.0,1558.57,203.35,,14410.88,0.0,0.0,740.4,440.2,387.63,461.09,721.58,0.0,85850.2
2020,1.0,"Damoff,Pam",Oakville North—Burlington,92.0,97696.0,60417.56,9803.52,7768.919999999999,102.94,0.0,0.0,0.0,0.0,0.0,7665.98,0.0,0.0,699.06,,3300.0,0.0,0.0,,11000.0,0.0,0.0,265.34,455.41,360.82,0.0,428.97,0.0,94499.6
2020,1.0,"Dancho,Raquel",Kildonan—St. Paul,172.0,66290.0,43487.82,570.0,9903.32,4203.32,0.0,0.0,0.0,0.0,0.0,5700.0,93.75,0.0,3349.16,,0.0,0.0,0.0,,15641.22,6669.23,0.0,0.0,614.99,0.0,46.69,3390.34,0.0,83766.52
2020,1.0,"Davidson,Scot",York—Simcoe,844.0,89556.0,40591.83,1619.86,5833.65,2307.09,0.0,0.0,0.0,0.0,1409.81,2116.75,0.0,0.0,2278.5,,0.0,0.0,0.0,,8644.02,409.99,200.0,0.0,1135.26,0.0,0.0,1763.88,0.0,62476.99
2020,1.0,"Davies,Don",Vancouver Kingsway,15.0,76039.0,45793.98,270.26,1660.93,0.0,0.0,0.0,0.0,0.0,0.0,1660.93,0.0,0.0,775.0,,2054.72,0.0,0.0,,16383.28,0.0,0.0,4606.9,825.5,0.0,311.3,0.0,0.0,72681.87
2020,1.0,"DeBellefeuille,Claude",Salaberry—Suroît,2271.0,96039.0,49951.3,1347.5,5836.440000000001,748.32,0.0,0.0,0.0,0.0,688.12,4400.0,79.26,25.0,7579.0,,3531.82,0.0,0.0,,11400.0,397.0,0.0,44.1,763.79,0.0,471.4,694.2,0.0,82120.81
2020,1.0,"Deltell,Gérard",Louis-Saint-Laurent,141.0,94851.0,51390.81,0.0,6995.0300000000025,1381.89,0.0,0.0,0.0,0.0,855.89,4757.25,0.0,0.0,5315.0,,0.0,0.0,0.0,,14660.0,0.0,0.0,6140.0,3007.68,0.0,0.0,0.0,0.0,87508.52
2020,1.0,"d'Entremont,Chris",West Nova,9965.0,70143.0,45341.77,787.97,11232.05,2099.01,0.0,0.0,654.56,0.0,478.48,8000.0,126.86,0.0,2660.82,,1525.24,0.0,80.0,,8990.69,0.0,0.0,0.0,782.54,0.0,0.0,2587.3,0.0,74115.24
2020,1.0,"Desbiens,Caroline",Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix,11634.0,76657.0,43936.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.78,0.0,9479.44,,1046.23,0.0,115.0,,14318.8,0.0,0.0,3693.54,533.85,169.0,309.74,288.77,0.0,73913.17
2020,1.0,"Desilets,Luc",Rivière-des-Mille-Îles,117.0,82372.0,52807.81,325.0,9254.89,850.7,0.0,0.0,0.0,0.0,1164.19,7240.0,160.0,55.0,11529.46,,5495.0,0.0,255.0,,8688.4,0.0,0.0,0.0,164.75,2991.25,0.0,1895.02,0.0,93621.58
2020,1.0,"Dhaliwal,Sukh",Surrey—Newton,30.0,67763.0,42417.31,7695.0,7678.1,0.0,0.0,0.0,478.1,0.0,0.0,7200.0,0.0,0.0,1740.68,,6237.68,2817.59,0.0,,12226.21,653.0,0.0,0.0,651.72,360.82,155.22,591.92,0.0,83225.25
2020,1.0,"Dhillon,Anju",Dorval—Lachine—LaSalle,51.0,85550.0,51499.16,0.0,9397.78,1159.9,0.0,0.0,0.0,0.0,0.0,8237.88,0.0,0.0,1264.0,,0.0,0.0,0.0,,7156.5,0.0,0.0,0.0,365.68,360.82,0.0,0.0,0.0,70043.94
2020,1.0,"Diotte,Kerry",Edmonton Griesbach,46.0,83188.0,47133.19,674.74,10314.4,5896.6,0.0,0.0,0.0,0.0,0.0,4417.8,0.0,0.0,49.99,,6694.17,0.0,0.0,,7980.0,0.0,0.0,744.98,630.31,177.96,0.0,198.71,0.0,74598.45
2020,1.0,"Doherty,Todd",Cariboo—Prince George,83193.0,84968.0,58647.7,0.0,21755.42,10263.6,0.0,1308.84,0.0,748.21,840.13,8594.64,1695.16,0.0,340.25,,0.0,0.0,0.0,,2850.0,0.0,447.01,15238.57,1707.44,1367.88,0.0,383.1,0.0,104432.53
2020,1.0,"Dong,Han",Don Valley North,26.0,76151.0,49931.24,4343.15,7997.0,0.0,897.0,0.0,0.0,0.0,0.0,7100.0,0.0,0.0,708.63,,8700.9,0.0,0.0,,16110.0,0.0,0.0,388.0,571.1,360.83,274.52,0.0,0.0,89385.37
2020,1.0,"Dowdall,Terry",Simcoe—Grey,1950.0,115604.0,42858.99,300.0,6126.21,533.0,0.0,0.0,0.0,0.0,393.21,5200.0,0.0,0.0,2137.0,,0.0,0.0,0.0,,11969.77,0.0,0.0,0.0,359.95,5575.0,0.0,0.0,0.0,69326.92
